ITINERARY_ID,SEQ,TITLE,CONTENT
388149,100,Brochure production comment,For S18 brochures - please add in the sailing date 13th March 2018
388149,100,Combine with,Cuban Fusion
388149,100,Add stay,7-night stay in Jamaica
388149,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388151,1,Ship Name,Marella Discovery 2
388151,2,Cruise Name,Pride of Panama
388151,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay </li><li>Panama Canal </li><li>Kayaking Gatun Lake</li></ul>
388151,100,Brochure production comment,For S18 brochures - please add in the sailing date 13th March 2018
388151,100,Combine with,Cuban Fusion
388151,100,Add stay,7-night stay in Jamaica
388151,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388153,1,Ship Name,Marella Discovery 2
388153,2,Cruise Name,Pride of Panama
388153,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay </li><li>Panama Canal </li><li>Kayaking Gatun Lake</li></ul>
388153,100,Brochure production comment,For S18 brochures - please add in the sailing date 13th March 2018
388153,100,Combine with,Cuban Fusion
388153,100,Add stay,7-night stay in Jamaica
388153,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
321887,1,Ship Name,Marella Discovery 2
321887,2,Cruise Name,Journey to Jamaica
321887,4,Adults Only,Please see A-Z Guide.
321887,7,Key Features - Itinerary,<ul><li>Flocks of flamingos in Sardinia</li><li>Bonaire&#8217;s world-class diving</li><li>Spice-tasting in Grenada</li></ul>
321889,1,Ship Name,Marella Discovery 2
321889,2,Cruise Name,Pride of Panama
321889,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay</li><li>Panama Canal</li><li>Kayaking Gatun Lake</li></ul>
321889,100,Combine with,Cuban Fusion
321889,100,Add stay,Add a 7 night stay in Jamaica
321889,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
321891,1,Ship Name,Marella Discovery 2
321891,2,Cruise Name,Cuban Fusion
321891,7,Key Features - Itinerary,<ul><li>Havana Old Town</li><li>Sample Jamaican rum</li><li>Cozumel lagoons</li></ul>
321891,100,Add stay,Add a 7 night stay in Jamaica
321891,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
321891,100,Brochure production comment,Please add overnight stay plug for W18
321891,100,Combine with,Pride of Panama or Exotic Explorer
321893,1,Ship Name,Marella Discovery 2
321893,2,Cruise Name,Exotic Explorer
321893,7,Key Features - Itinerary,<ul><li>Cave tubing in Belize</li><li>Guatemalas vistas</li><li>Roatans butterfly farms</li></ul>
321893,100,Please Note,*Tender to shore<br /><br />Just you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
321893,100,Combine with,Cuban Fusion
321893,100,Add stay,Add a 7 night stay in Jamaica
374735,1,Ship Name,Marella Discovery 2
374735,2,Cruise Name,Cuban Fusion
374735,7,Key Features - Itinerary,<ul><li>Havana Old Town </li><li>Sample Jamaican rum </li><li>Cozumel lagoons</li></ul>
374735,100,Please Note,* Tender to shore
388637,1,Ship Name,Marella Discovery 2
388637,2,Cruise Name,Aegean Shores
388637,7,Key Features - Itinerary,<ul><li>Thira&#8217;s turquoise-tipped houses</li><li>Vibrant Mykonos Town</li><li>Athen&#8217;s ancient ruins</li></ul>
388637,100,Please Note,*Tender to shore<br /><br />Just to you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388637,100,Combine with,Adriatic Explorer
388637,100,Add stay,3 or 7-night stay in Corfu
388639,1,Ship Name,Marella Discovery 2
388639,2,Cruise Name,Aegean Shores
388639,7,Key Features - Itinerary,<ul><li>Thira&#8217;s turquoise-tipped houses</li><li>Vibrant Mykonos Town</li><li>Athen&#8217;s ancient ruins</li></ul>
388639,100,Please Note,*Tender to shore<br /><br />Just to you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388639,100,Combine with,Adriatic Explorer
388639,100,Add stay,3 or 7-night stay in Corfu
388641,1,Ship Name,Marella Discovery 2
388641,2,Cruise Name,Aegean Shores
388641,7,Key Features - Itinerary,<ul><li>Thira&#8217;s turquoise-tipped houses</li><li>Vibrant Mykonos Town</li><li>Athen&#8217;s ancient ruins</li></ul>
388641,100,Please Note,*Tender to shore<br /><br />Just to you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388641,100,Combine with,Adriatic Explorer
388641,100,Add stay,3 or 7-night stay in Corfu
388643,1,Ship Name,Marella Discovery 2
388643,2,Cruise Name,Aegean Shores
388643,7,Key Features - Itinerary,<ul><li>Thira&#8217;s turquoise-tipped houses</li><li>Vibrant Mykonos Town</li><li>Athen&#8217;s ancient ruins</li></ul>
388643,100,Please Note,*Tender to shore<br /><br />Just to you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388643,100,Combine with,Adriatic Explorer
388643,100,Add stay,3 or 7-night stay in Corfu
388645,1,Ship Name,Marella Discovery 2
388645,2,Cruise Name,Adriatic Explorer
388645,7,Key Features - Itinerary,<ul><li>The sweeping bay of Koper</li><li>Split&#8217;s old town</li><li>Kotor&#8217;s river canyon</li></ul>
388645,100,Combine with,Aegean Shores Iconic Islands or Aegean Meze
388645,100,Add stay,3 or 7-night stay in Corfu
388645,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388647,1,Ship Name,Marella Discovery 2
388647,2,Cruise Name,Adriatic Explorer
388647,7,Key Features - Itinerary,<ul><li>The sweeping bay of Koper</li><li>Split&#8217;s old town</li><li>Kotor&#8217;s river canyon</li></ul>
388647,100,Combine with,Aegean Shores Iconic Islands or Aegean Meze
388647,100,Add stay,3 or 7-night stay in Corfu
388647,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388649,1,Ship Name,Marella Discovery 2
388649,2,Cruise Name,Adriatic Explorer
388649,7,Key Features - Itinerary,<ul><li>The sweeping bay of Koper</li><li>Split&#8217;s old town</li><li>Kotor&#8217;s river canyon</li></ul>
388649,100,Combine with,Aegean Shores Iconic Islands or Aegean Meze
388649,100,Add stay,3 or 7-night stay in Corfu
388649,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388651,1,Ship Name,Marella Discovery 2
388651,2,Cruise Name,Adriatic Explorer
388651,7,Key Features - Itinerary,<ul><li>The sweeping bay of Koper</li><li>Split&#8217;s old town</li><li>Kotor&#8217;s river canyon</li></ul>
388651,100,Combine with,Aegean Shores Iconic Islands or Aegean Meze
388651,100,Add stay,3 or 7-night stay in Corfu
388651,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388653,1,Ship Name,Marella Discovery 2
388653,2,Cruise Name,Iconic Islands
388653,7,Key Features - Itinerary,<ul><li>Rhodes&#8217; time-capsule old town</li><li>Chania&#8217;s textbook beaches</li><li>Ice-white sand in Zante</li></ul>
388653,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388653,100,Combine with,Adriatic Explorer
388653,100,Add stay,3 or 7-night stay in Corfu
388655,1,Ship Name,Marella Discovery 2
388655,2,Cruise Name,Iconic Islands
388655,7,Key Features - Itinerary,<ul><li>Rhodes&#8217; time-capsule old town</li><li>Chania&#8217;s textbook beaches</li><li>Ice-white sand in Zante</li></ul>
388655,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388655,100,Combine with,Adriatic Explorer
388655,100,Add stay,3 or 7-night stay in Corfu
388657,1,Ship Name,Marella Discovery 2
388657,2,Cruise Name,Iconic Islands
388657,7,Key Features - Itinerary,<ul><li>Rhodes&#8217; time-capsule old town</li><li>Chania&#8217;s textbook beaches</li><li>Ice-white sand in Zante</li></ul>
388657,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388657,100,Combine with,Adriatic Explorer
388657,100,Add stay,3 or 7-night stay in Corfu
388659,1,Ship Name,Marella Discovery 2
388659,2,Cruise Name,Iconic Islands
388659,7,Key Features - Itinerary,<ul><li>Rhodes&#8217; time-capsule old town</li><li>Chania&#8217;s textbook beaches</li><li>Ice-white sand in Zante</li></ul>
388659,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388659,100,Combine with,Adriatic Explorer
388659,100,Add stay,3 or 7-night stay in Corfu
388661,1,Ship Name,Marella Discovery 2
388661,2,Cruise Name,Aegean Meze
388661,7,Key Features - Itinerary,<ul><li>Historical sites in Skiathos</li><li>Ephesus&#8217; Temple of Artemis</li><li>Kefalonia&#8217;s rugged coastline</li></ul>
388661,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388661,100,Combine with,Adriatic Explorer
388661,100,Add stay,3 or 7-night stay in Corfu
388663,1,Ship Name,Marella Discovery 2
388663,2,Cruise Name,Aegean Meze
388663,7,Key Features - Itinerary,<ul><li>Historical sites in Skiathos</li><li>Ephesus&#8217; Temple of Artemis</li><li>Kefalonia&#8217;s rugged coastline</li></ul>
388663,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388663,100,Combine with,Adriatic Explorer
388663,100,Add stay,3 or 7-night stay in Corfu
388665,1,Ship Name,Marella Discovery 2
388665,2,Cruise Name,Aegean Meze
388665,7,Key Features - Itinerary,<ul><li>Historical sites in Skiathos</li><li>Ephesus&#8217; Temple of Artemis</li><li>Kefalonia&#8217;s rugged coastline</li></ul>
388665,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388665,100,Combine with,Adriatic Explorer
388665,100,Add stay,3 or 7-night stay in Corfu
388667,1,Ship Name,Marella Discovery 2
388667,2,Cruise Name,Aegean Meze
388667,7,Key Features - Itinerary,<ul><li>Historical sites in Skiathos</li><li>Ephesus&#8217; Temple of Artemis</li><li>Kefalonia&#8217;s rugged coastline</li></ul>
388667,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388667,100,Combine with,Adriatic Explorer
388667,100,Add stay,3 or 7-night stay in Corfu
388669,1,Ship Name,Marella Discovery 2
388669,2,Cruise Name,Iconic Italia
388669,7,Key Features - Itinerary,<ul><li>Historic Rome</li><li>Canoli tasting in Messina</li><li>The Spartan City of Taranto</li></ul>
388671,1,Ship Name,Marella Discovery 2
388671,2,Cruise Name,Iconic Italia
388671,7,Key Features - Itinerary,<ul><li>Historic Rome</li><li>Canoli tasting in Messina</li><li>The Spartan City of Taranto</li></ul>
388673,1,Ship Name,Marella Discovery 2
388673,2,Cruise Name,Iconic Italia
388673,7,Key Features - Itinerary,<ul><li>Historic Rome</li><li>Canoli tasting in Messina</li><li>The Spartan City of Taranto</li></ul>
388675,1,Ship Name,Marella Discovery 2
388675,2,Cruise Name,Iconic Italia
388675,7,Key Features - Itinerary,<ul><li>Historic Rome</li><li>Canoli tasting in Messina</li><li>The Spartan City of Taranto</li></ul>
387731,1,Ship Name,Marella Discovery 2
387731,2,Cruise Name,Journey to Jamaica
387731,4,Adults Only,Please see A-Z Guide.
387731,7,Key Features - Itinerary,<ul><li>Flocks of flamingos in Sardinia</li><li>Bonaire&#8217;s world-class diving</li><li>Spice-tasting in Grenada</li></ul>
387733,1,Ship Name,Marella Discovery 2
387733,2,Cruise Name,Journey to Jamaica
387733,4,Adults Only,Please see A-Z Guide.
387733,7,Key Features - Itinerary,<ul><li>Flocks of flamingos in Sardinia</li><li>Bonaire&#8217;s world-class diving</li><li>Spice-tasting in Grenada</li></ul>
387735,1,Ship Name,Marella Discovery 2
387735,2,Cruise Name,Journey to Jamaica
387735,4,Adults Only,Please see A-Z Guide.
387735,7,Key Features - Itinerary,<ul><li>Flocks of flamingos in Sardinia</li><li>Bonaire&#8217;s world-class diving</li><li>Spice-tasting in Grenada</li></ul>
389167,1,Ship Name,Marella Discovery 2
389167,2,Cruise Name,Pride of Panama
373373,1,Ship Name,Marella Discovery 2
373373,2,Cruise Name,Canarian Flavours
373383,1,Ship Name,Marella Discovery 2
373383,2,Cruise Name,Cuban Fusion
373383,7,Key Features - Itinerary,<ul><li>Havana Old Town </li><li>Sample Jamaican rum </li><li>Cozumel lagoons</li></ul>
373383,100,Brochure production comment,S18 brochures - please add an overnight stay plug.
373383,100,Please Note,Just so you know this itineraray varies by sailing date. Please speak to your Travel Advisor for more details.<br /><br />* Tender to shore
373383,100,Sailing Dates,<strong>Sailings in 2017: </strong>28 Nov 12 Dec 26 Dec<br /><strong>Sailings in 2018: </strong>9 Jan 23 Jan 6 Feb 20 Feb 6 Mar 20 Mar 3 Apr
373383,100,Combine with,Exotic Explorer or Pride of Panama
373383,100,Add stay,7-night stay in Jamaica
373393,1,Ship Name,Marella Discovery 2
373393,2,Cruise Name,Exotic Explorer
373393,7,Key Features - Itinerary,<ul><li>Cave tubing in Belize</li><li>Guatemalas vistas</li><li>Roatans butterfly farms</li></ul>
373393,100,Combine with,Cuban Fusion
373393,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />* Tender to shore
373393,100,Add stay,7-night stay in Jamaica
373403,1,Ship Name,Marella Discovery 2
373403,2,Cruise Name,Pride of Panama
373403,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay </li><li>Panama Canal </li><li>Kayaking Gatun Lake</li></ul>
373403,100,Brochure production comment,For S18 brochures - please add in the sailing date 13th March 2018
373403,100,Combine with,Cuban Fusion
373403,100,Add stay,7-night stay in Jamaica
373403,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
373453,1,Ship Name,Marella Discovery 2
373453,2,Cruise Name,Tropical Discoveries
373453,4,Adults Only,Please see A-Z Guide.
373453,7,Key Features - Itinerary,<ul><li>Sightseeing in Las Palmas</li><li>Cape Verdes colourful houses</li><li>White sands in Aruba</li></ul>
373453,100,Please Note,Just so you know you can also join this itinerary in Gran Canaria on 11th November.
374031,1,Ship Name,Marella Discovery 2
374031,2,Cruise Name,Aegean Shores
374031,7,Key Features - Itinerary,<ul><li>Thira&#8217;s turquoise-tipped houses</li><li>Vibrant Mykonos Town</li><li>Athen&#8217;s ancient ruins</li></ul>
374031,100,Please Note,*Tender to shore<br /><br />Just to you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
374031,100,Combine with,Adriatic Explorer
374031,100,Add stay,3 or 7-night stay in Corfu
374041,1,Ship Name,Marella Discovery 2
374041,2,Cruise Name,Adriatic Explorer
374041,7,Key Features - Itinerary,<ul><li>The sweeping bay of Koper</li><li>Split&#8217;s old town</li><li>Kotor&#8217;s river canyon</li></ul>
374041,100,Combine with,Aegean Shores Iconic Islands or Aegean Meze
374041,100,Add stay,3 or 7-night stay in Corfu
374041,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
387621,1,Ship Name,Marella Discovery 2
387621,2,Cruise Name,Pride of Panama
387621,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay</li><li>Panama Canal</li><li>Kayaking Gatun Lake</li></ul>
387621,100,Combine with,Cuban Fusion
387621,100,Add stay,Add a 7 night stay in Jamaica
387621,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
387623,1,Ship Name,Marella Discovery 2
387623,2,Cruise Name,Pride of Panama
387623,7,Key Features - Itinerary,<ul><li>Jamaica&#8217;s Montego Bay</li><li>Panama Canal</li><li>Kayaking Gatun Lake</li></ul>
